model_id,platform_id,model_family,model_version,model_variants,model_architecture,parameters_count,context_window_size,createdAt,updatedAt,model_type,token_limit,model_size,model_size_unit
model_1742675001375_379,platform_1742531574202_496,Refact.ai,3,Vision,Transformer,1B,8K,2025-03-22T20:23:21.375Z,2025-03-22T20:23:21.375Z,Image Generation,2048,1,B
model_1742675003963_987,platform_1742531574202_127,RepublicLabs.AI,1,,Transformer,1B,8K,2025-03-22T20:23:23.963Z,2025-03-22T20:23:23.963Z,LLM,4096,1,B
model_1742675005991_488,platform_1742531574203_154,Room Reinvented,1,,,,,2025-03-22T20:23:25.991Z,2025-03-22T20:58:14.025Z,AI Model,,,
model_1742675007982_957,platform_1742531574204_702,RunDiffusion,1,,Transformer,,,2025-03-22T20:23:27.982Z,2025-03-22T20:58:16.089Z,Image Generation,,,
model_1742675009805_921,platform_1742531574204_271,Runway ML,1,,,,,2025-03-22T20:23:29.805Z,2025-03-22T20:58:17.889Z,AI Model,,,
model_1742675011861_987,platform_1742531574205_167,Sapling,1,,Transformer,,,2025-03-22T20:23:31.861Z,2025-03-22T20:58:19.863Z,AI Model,,,
model_1742675013944_330,platform_1742531574205_249,Scale Spellbook,1,,Transformer,,,2025-03-22T20:23:33.944Z,2025-03-22T20:58:24.579Z,LLM,,,
model_1742675015466_311,platform_1742531574205_455,Google Search Console,1,,,,,2025-03-22T20:23:35.466Z,2025-03-22T20:58:26.370Z,AI Model,,,
model_1742675017277_778,platform_1742531574206_574,Segment,1,,,,,2025-03-22T20:23:37.277Z,2025-03-22T20:58:28.370Z,AI Model,,,
model_1742675019150_151,platform_1742531574207_902,Sendible,1,,,,,2025-03-22T20:23:39.150Z,2025-03-22T20:58:30.516Z,AI Model,,,
model_1742675020983_670,platform_1742531574207_393,SensiML,1,,,,,2025-03-22T20:23:40.983Z,2025-03-22T20:58:32.404Z,AI Model,,,
model_1742675023021_120,platform_1742531574208_369,SE Ranking,1,,,,,2025-03-22T20:23:43.021Z,2025-03-22T20:58:34.358Z,AI Model,,,
model_1742675024542_455,platform_1742531574208_187,SHAP (SHapley Additive exPlanations),1,,,,,2025-03-22T20:23:44.542Z,2025-03-22T20:58:36.586Z,AI Model,,,
model_1742675026506_543,platform_1742531574208_994,SheetAgent,1,,Transformer,,,2025-03-22T20:23:46.506Z,2025-03-22T20:58:38.492Z,AI Model,,,
model_1742675028648_42,platform_1742531574209_981,SheetCopilot,1,,Transformer,1B,8K,2025-03-22T20:23:48.648Z,2025-03-22T20:23:48.648Z,LLM,4096,1,B
model_1742675030751_320,platform_1742531574209_234,ShortVideoGen,1,,Transformer,1B,8K,2025-03-22T20:23:50.751Z,2025-03-22T20:23:50.751Z,AI Model,4096,1,B
model_1742675033120_46,platform_1742531574210_901,Shotstack Workflows,1,,,,,2025-03-22T20:23:53.120Z,2025-03-22T20:58:42.725Z,AI Model,,,
model_1742675035068_12,platform_1742531574211_562,SiMa.ai,1,,,,,2025-03-22T20:23:55.068Z,2025-03-22T20:58:44.717Z,AI Model,,,
model_1742675036996_998,platform_1742531574211_715,Simplified,1,,Transformer,1B,8K,2025-03-22T20:23:56.996Z,2025-03-22T20:23:56.996Z,AI Model,4096,1,B
model_1742675041622_799,platform_1742531574212_239,SinglebaseCloud,1,,Transformer,175B,8K,2025-03-22T20:24:01.622Z,2025-03-22T20:24:01.622Z,LLM,4096,175,B
model_1742675041622_175,platform_1742531574212_239,SinglebaseCloud,1.1,Instruct,Transformer,70B,16K,2025-03-22T20:24:01.622Z,2025-03-22T20:24:01.622Z,LLM,8192,70,B
model_1742675041622_980,platform_1742531574212_239,SinglebaseCloud,1.2,Chat,Transformer,12B,32K,2025-03-22T20:24:01.622Z,2025-03-22T20:24:01.622Z,LLM,10000,12,B
model_1742675041622_840,platform_1742531574212_239,SinglebaseCloud,1.3,Base,Transformer,7B,64K,2025-03-22T20:24:01.622Z,2025-03-22T20:24:01.622Z,LLM,12000,7,B
model_1742675041622_631,platform_1742531574212_239,SinglebaseCloud,1.4,Vision,Transformer,1B,100K,2025-03-22T20:24:01.622Z,2025-03-22T20:24:01.622Z,LLM,15000,1,B
model_1742675043464_938,platform_1742531574212_5,Sitebulb,1,,,,,2025-03-22T20:24:03.464Z,2025-03-22T20:58:52.824Z,AI Model,,,
model_1742675046412_130,platform_1742531574213_584,SiteGPT,1,,Transformer,,,2025-03-22T20:24:06.412Z,2025-03-22T20:58:54.797Z,LLM,,,
model_1742675048293_172,platform_1742531574213_638,SiteSpeakAI,1,,,,,2025-03-22T20:24:08.293Z,2025-03-22T20:58:56.769Z,AI Model,,,
model_1742675051477_712,platform_1742531574214_33,SmarterQueue,1,,,,,2025-03-22T20:24:11.477Z,2025-03-22T20:58:58.593Z,AI Model,,,
model_1742675053610_447,platform_1742531574215_697,SocialBee,1,,Transformer,,,2025-03-22T20:24:13.610Z,2025-03-22T20:59:00.510Z,AI Model,,,
model_1742675055827_371,platform_1742531574215_337,SocialOomph,1,,,,,2025-03-22T20:24:15.827Z,2025-03-22T20:59:02.828Z,AI Model,,,
model_1742675058199_69,platform_1742531574216_502,SocialPilot,1,,,,,2025-03-22T20:24:18.199Z,2025-03-22T20:59:04.876Z,AI Model,,,
model_1742675060451_878,platform_1742531574216_258,Socialsonic,1,,Transformer,10B,8K,2025-03-22T20:24:20.451Z,2025-03-22T20:24:20.451Z,LLM,4096,10,B
model_1742675063050_364,platform_1742531574217_18,Intel Neural Compute Stick,1,,VPU,,,2025-03-22T20:24:23.050Z,2025-03-22T20:59:08.461Z,AI Model,,,
model_1742675065046_603,platform_1742531574218_472,Sorcero,1,,,,,2025-03-22T20:24:25.046Z,2025-03-22T20:59:10.467Z,AI Model,,,
model_1742675067030_559,platform_1742531574218_956,Adobe Spark,1,,,,,2025-03-22T20:24:27.030Z,2025-03-22T20:59:12.424Z,AI Model,,,
model_1742675069236_682,platform_1742531574219_725,Sprout Social,1,,,,,2025-03-22T20:24:29.236Z,2025-03-22T20:59:14.435Z,AI Model,,,
model_1742675070817_471,platform_1742531574219_817,Squoosh,1,,,,,2025-03-22T20:24:30.817Z,2025-03-22T20:59:16.893Z,AI Model,,,
model_1742675074604_225,platform_1742531574219_891,Stable Diffusion,1,Base,Diffusion Model,,,2025-03-22T20:24:34.604Z,2025-03-22T20:59:20.239Z,Image Generation,,,
model_1742675074604_317,platform_1742531574219_891,Stable Diffusion,2,Base,Diffusion Model,,,2025-03-22T20:24:34.604Z,2025-03-22T20:59:22.044Z,Image Generation,,,
model_1742675074604_155,platform_1742531574219_891,Stable Diffusion,XL,Base,Diffusion Model,,,2025-03-22T20:24:34.604Z,2025-03-22T20:59:23.946Z,Image Generation,,,
model_1742675076494_513,platform_1742531574220_560,Stable Horde,1,,,,,2025-03-22T20:24:36.494Z,2025-03-22T20:59:30.730Z,AI Model,,,
model_1742675078606_198,platform_1742531574220_539,OpenAI Downtime Monitor,1,,,,,2025-03-22T20:24:38.606Z,2025-03-22T20:59:32.835Z,AI Model,,,
model_1742675080578_27,platform_1742531574221_856,Stenography,1,,,,,2025-03-22T20:24:40.578Z,2025-03-22T20:59:34.794Z,AI Model,,,
model_1742675082693_771,platform_1742531574221_617,Stripo,1,,,,,2025-03-22T20:24:42.693Z,2025-03-22T20:59:37.378Z,AI Model,,,
model_1742675084292_5,platform_1742531574222_795,Supermetrics,1,,,,,2025-03-22T20:24:44.292Z,2025-03-22T20:59:39.301Z,AI Model,,,
model_1742675086525_922,platform_1742531574222_921,Surfer SEO,1,,,,,2025-03-22T20:24:46.525Z,2025-03-22T20:59:41.167Z,AI Model,,,
model_1742675088648_739,platform_1742531574223_441,SurferSEO,1,,,,,2025-03-22T20:24:48.648Z,2025-03-22T20:59:43.306Z,AI Model,,,
model_1742675095465_955,platform_1742531574223_722,Synerise Edge AI,1,,,,,2025-03-22T20:24:55.465Z,2025-03-22T20:59:45.367Z,AI Model,,,
model_1742675097492_31,platform_1742531574224_48,Synup,1,,,,,2025-03-22T20:24:57.492Z,2025-03-22T20:59:47.149Z,AI Model,,,
model_1742675099683_492,platform_1742531574224_860,Tactiq,1,,Transformer,,,2025-03-22T20:24:59.683Z,2025-03-22T20:59:48.928Z,AI Model,,,
model_1742675101182_430,platform_1742531574225_974,Tallyfy,1,,,,,2025-03-22T20:25:01.182Z,2025-03-22T20:59:50.851Z,AI Model,,,
model_1742675103046_220,platform_1742531574225_501,Tapfiliate,1,,,,,2025-03-22T20:25:03.046Z,2025-03-22T20:59:52.939Z,AI Model,,,
model_1742675105482_661,platform_1742531574226_731,Taplio,1,,Transformer,,,2025-03-22T20:25:05.482Z,2025-03-22T20:59:54.877Z,AI Model,,,
model_1742675107846_590,platform_1742531574227_146,Telborg,1,,,,,2025-03-22T20:25:07.846Z,2025-03-22T20:59:56.862Z,AI Model,,,
model_1742675109928_652,platform_1742531574227_651,Tenstorrent,1,,,,,2025-03-22T20:25:09.928Z,2025-03-22T20:59:58.926Z,AI Model,,,
model_1742675112223_256,platform_1742531574228_942,Textio,1,,Transformer,,,2025-03-22T20:25:12.223Z,2025-03-22T21:00:00.858Z,AI Model,,,
model_1742675113772_996,platform_1742531574229_61,BCMS,1,,,,,2025-03-22T20:25:13.772Z,2025-03-22T21:00:02.863Z,AI Model,,,
model_1742675116005_845,platform_1742531574229_459,This Image Does Not Exist,1,,,,,2025-03-22T20:25:16.006Z,2025-03-22T21:00:04.993Z,Image Generation,,,
model_1742675118221_869,platform_1742531574230_872,Tiledesk,1,,,,,2025-03-22T20:25:18.221Z,2025-03-22T21:00:06.933Z,AI Model,,,
model_1742675120328_212,platform_1742531574230_187,TinyPNG,1,,,,,2025-03-22T20:25:20.328Z,2025-03-22T21:00:08.943Z,Image Compression,,,
model_1742675121904_9,platform_1742531574231_839,Tray.io,1,,,,,2025-03-22T20:25:21.904Z,2025-03-22T21:00:11.027Z,AI Model,,,
model_1742675123871_173,platform_1742531574231_291,Trello,1,,,,,2025-03-22T20:25:23.871Z,2025-03-22T21:00:12.949Z,AI Model,,,
model_1742675125768_484,platform_1742531574232_585,TruEra,1,,,,,2025-03-22T20:25:25.768Z,2025-03-22T21:00:14.945Z,AI Model,,,
model_1742675127790_41,platform_1742531574232_261,Tweet Hunter,1,,Transformer,,,2025-03-22T20:25:27.790Z,2025-03-22T21:00:17.096Z,AI Model,,,
model_1742675129845_396,platform_1742531574233_712,Unbounce,1,,,,,2025-03-22T20:25:29.845Z,2025-03-22T21:00:18.961Z,AI Model,,,
model_1742675132210_972,platform_1742531574234_910,VanceAI,1,,,,,2025-03-22T20:25:32.210Z,2025-03-22T21:00:21.089Z,Image Generation,,,
model_1742675134447_365,platform_1742531574234_205,VectorArt.ai,1,,Transformer,1B,,2025-03-22T20:25:34.447Z,2025-03-22T21:00:23.153Z,Image Generation,,1,B
model_1742675136503_412,platform_1742531574235_589,Viso Suite,1,,,,,2025-03-22T20:25:36.503Z,2025-03-22T21:00:25.353Z,AI Model,,,
model_1742675138680_966,platform_1742531574235_229,Vista Social,1,,,,,2025-03-22T20:25:38.680Z,2025-03-22T21:00:27.234Z,AI Model,,,
model_1742675141113_109,platform_1742531574236_274,Microsoft IntelliCode,1,,,,,2025-03-22T20:25:41.113Z,2025-03-22T21:00:29.440Z,AI Model,,,
model_1742675143843_855,platform_1742531574236_190,VWO,1,,,,,2025-03-22T20:25:43.843Z,2025-03-22T21:00:32.072Z,AI Model,,,
model_1742675146359_417,platform_1742531574237_358,WellSaid,1,,Transformer,,,2025-03-22T20:25:46.359Z,2025-03-22T21:00:33.847Z,Text-to-Speech,,,
model_1742675148971_986,platform_1742531574237_722,Whitespark,1,,,,,2025-03-22T20:25:48.971Z,2025-03-22T21:00:35.820Z,AI Model,,,
model_1742675150794_331,platform_1742531574238_542,WhyLabs,1,,,,,2025-03-22T20:25:50.794Z,2025-03-22T21:00:37.733Z,AI Model,,,
model_1742675152793_898,platform_1742531574238_955,WordPress,1,,,,,2025-03-22T20:25:52.793Z,2025-03-22T21:00:39.798Z,AI Model,,,
model_1742675154723_387,platform_1742531574239_725,GPT for Sheets and Docs,1,,Transformer,,,2025-03-22T20:25:54.723Z,2025-03-22T21:00:42.157Z,LLM,,,
model_1742675156723_397,platform_1742531574239_98,GPT plus Google Docs�,1,,Transformer,,,2025-03-22T20:25:56.723Z,2025-03-22T21:00:44.328Z,LLM,,,
model_1742675158736_326,platform_1742531574239_385,Writesonic,1,,Transformer,,,2025-03-22T20:25:58.736Z,2025-03-22T21:00:46.340Z,LLM,,,
model_1742675160983_572,platform_1742531574240_746,AccuRanker,1,,,,,2025-03-22T20:26:00.983Z,2025-03-22T21:00:48.392Z,AI Model,,,
model_1742675162534_147,platform_1742531574241_227,ActiveCampaign,1,,,,,2025-03-22T20:26:02.534Z,2025-03-22T21:00:50.558Z,AI Model,,,
model_1742675164562_275,platform_1742531574241_314,ActivePieces,1,,,,,2025-03-22T20:26:04.562Z,2025-03-22T21:00:52.562Z,AI Model,,,
model_1742675166446_813,platform_1742531574242_496,Adaptive Insights,1,,,,,2025-03-22T20:26:06.447Z,2025-03-22T21:00:54.846Z,AI Model,,,
model_1742675168389_965,platform_1742531574243_601,Adept,1,,Transformer,Unknown,,2025-03-22T20:26:08.389Z,2025-03-22T21:00:56.855Z,AI Model,,,
model_1742675171234_413,platform_1742531574243_751,ADLINK Edge,1,,,,,2025-03-22T20:26:11.234Z,2025-03-22T21:00:58.966Z,AI Model,,,
model_1742675173392_760,platform_1742531574244_453,ADLINK Edge AI,1,,,,,2025-03-22T20:26:13.392Z,2025-03-22T21:01:00.786Z,AI Model,,,
model_1742675175275_414,platform_1742531574244_101,ADLINK Vortex Edge,1,,Unknown,,,2025-03-22T20:26:15.275Z,2025-03-22T21:01:02.951Z,AI Model,,,
model_1742675178191_36,platform_1742531574245_20,AdRoll,1,,,,,2025-03-22T20:26:18.191Z,2025-03-22T21:01:05.268Z,AI Model,,,
model_1742675180191_692,platform_1742531574246_687,AdThrive,1,,,,,2025-03-22T20:26:20.191Z,2025-03-22T21:01:07.794Z,AI Model,,,
model_1742675182081_888,platform_1742531574246_591,AdYouLike,1,,Unknown,,,2025-03-22T20:26:22.081Z,2025-03-22T21:01:09.890Z,AI Model,,,
model_1742675186950_594,platform_1742531574246_96,Jurassic,1,J1 Jumbo,Transformer,178B,2048,2025-03-22T20:26:26.950Z,2025-03-22T20:26:26.950Z,LLM,2048,178,B
model_1742675186950_207,platform_1742531574246_96,Jurassic,1,J1 Large,Transformer,7.5B,2048,2025-03-22T20:26:26.950Z,2025-03-22T20:26:26.950Z,LLM,2048,7.5,B
model_1742675186950_552,platform_1742531574246_96,Jurassic,2,J2 Jumbo,Transformer,178B,8192,2025-03-22T20:26:26.950Z,2025-03-22T20:26:26.950Z,LLM,8192,178,B
model_1742675186950_456,platform_1742531574246_96,Jurassic,2,J2 Mid,Transformer,20B,8192,2025-03-22T20:26:26.950Z,2025-03-22T20:26:26.950Z,LLM,8192,20,B
model_1742675186950_233,platform_1742531574246_96,Jurassic,2,J2 Light,Transformer,13B,8192,2025-03-22T20:26:26.950Z,2025-03-22T20:26:26.950Z,LLM,8192,13,B
model_1742675191633_946,platform_1742531574247_374,Jurassic,1,,Transformer,178B,8192,2025-03-22T20:26:31.633Z,2025-03-22T20:26:31.633Z,LLM,8192,178,B
model_1742675191633_426,platform_1742531574247_374,Jurassic,1,,Transformer,7B,8192,2025-03-22T20:26:31.633Z,2025-03-22T20:26:31.633Z,LLM,8192,7,B
model_1742675191633_233,platform_1742531574247_374,Jurassic,1,Jumbo,Transformer,178B,8192,2025-03-22T20:26:31.633Z,2025-03-22T20:26:31.633Z,LLM,8192,178,B
model_1742675191633_623,platform_1742531574247_374,Jurassic,1,Grande,Transformer,7B,8192,2025-03-22T20:26:31.633Z,2025-03-22T20:26:31.633Z,LLM,8192,7,B
model_1742675191633_353,platform_1742531574247_374,Jurassic,1,Large,Transformer,3B,8192,2025-03-22T20:26:31.633Z,2025-03-22T20:26:31.633Z,LLM,8192,3,B
model_1742675193971_847,platform_1742531574247_864,AI2sql,1,,Transformer,,,2025-03-22T20:26:33.971Z,2025-03-22T21:01:22.146Z,AI Model,,,
model_1742675196483_302,platform_1742531574248_758,Aidbase,1,,Transformer,7B,8K,2025-03-22T20:26:36.483Z,2025-03-22T20:26:36.483Z,LLM,4096,7,B
model_1742675196483_9,platform_1742531574248_758,Aidbase,1.1,Chat,Transformer,13B,16K,2025-03-22T20:26:36.483Z,2025-03-22T20:26:36.483Z,LLM,8192,13,B
model_1742675198708_801,platform_1742531574249_534,AI Poem Generator,1,,Transformer,1B,4K,2025-03-22T20:26:38.708Z,2025-03-22T20:26:38.708Z,LLM,4096,1,B
model_1742675200150_42,platform_1742531574249_373,Akraino Edge Stack (LF),1,,,,,2025-03-22T20:26:40.150Z,2025-03-22T21:01:27.534Z,AI Model,,,
model_1742675204543_518,platform_1742531574250_414,Qwen,2.5-Max,Base,Transformer,Unknown,Unknown,2025-03-22T20:26:44.543Z,2025-03-22T21:01:29.789Z,LLM,Unknown,Unknown,
model_1742675204543_327,platform_1742531574250_414,Qwen,2.5-Max,Chat,Transformer,Unknown,Unknown,2025-03-22T20:26:44.543Z,2025-03-22T21:01:31.638Z,LLM,Unknown,Unknown,
model_1742675204543_467,platform_1742531574250_414,Qwen,2.5-Max,Instruct,Transformer,Unknown,Unknown,2025-03-22T20:26:44.543Z,2025-03-22T21:01:33.535Z,LLM,Unknown,Unknown,
model_1742675204543_699,platform_1742531574250_414,Qwen,2.5-Max,Vision,Transformer,Unknown,Unknown,2025-03-22T20:26:44.543Z,2025-03-22T21:01:35.373Z,Image Generation,Unknown,Unknown,
model_1742675204543_86,platform_1742531574250_414,Qwen,2.5-Max,Embedding,Transformer,Unknown,Unknown,2025-03-22T20:26:44.543Z,2025-03-22T21:01:38.243Z,Embedding,Unknown,Unknown,
model_1742675206113_324,platform_1742531574250_945,Alteryx,1,,,,,2025-03-22T20:26:46.113Z,2025-03-22T21:01:40.482Z,AI Model,,,
model_1742675208015_37,platform_1742531574251_306,alwaysAI,1,,,,,2025-03-22T20:26:48.015Z,2025-03-22T21:01:42.412Z,AI Model,,,
model_1742675210905_295,platform_1742531574251_837,Claude,1,Base,Transformer,Unknown,9K,2025-03-22T20:26:50.905Z,2025-03-22T20:26:50.905Z,LLM,Unknown,Unknown,B
model_1742675210905_852,platform_1742531574251_837,Claude,2,Base,Transformer,Unknown,100K,2025-03-22T20:26:50.905Z,2025-03-22T20:26:50.905Z,LLM,Unknown,Unknown,B
model_1742675212742_101,platform_1742531574252_361,AppNexus,1,,,,,2025-03-22T20:26:52.742Z,2025-03-22T21:01:46.466Z,AI Model,,,
model_1742675214659_949,platform_1742531574252_65,Arago HIRO,1,,,,,2025-03-22T20:26:54.659Z,2025-03-22T21:01:48.297Z,AI Model,,,
model_1742675216676_690,platform_1742531574253_915,Arm Holdings,1,,,,,2025-03-22T20:26:56.676Z,2025-03-22T21:01:50.283Z,AI Model,,,
model_1742675218825_496,platform_1742531574253_448,Arm Pelion,1,,,,,2025-03-22T20:26:58.825Z,2025-03-22T21:01:52.234Z,AI Model,,,
model_1742675220884_628,platform_1742531574254_410,Artbreeder,1,,,,,2025-03-22T20:27:00.884Z,2025-03-22T21:01:54.113Z,Image Generation,,,
model_1742675223799_276,platform_1742531574254_179,Arthur AI,1,,,,,2025-03-22T20:27:03.799Z,2025-03-22T21:01:56.848Z,AI Model,,,
model_1742675225935_674,platform_1742531574255_891,Teneo (Artificial Solutions),1,,,,,2025-03-22T20:27:05.935Z,2025-03-22T21:02:00.529Z,AI Model,,,
model_1742675227946_636,platform_1742531574255_679,AspireIQ,1,,,,,2025-03-22T20:27:07.946Z,2025-03-22T21:02:03.311Z,AI Model,,,
model_1742675229974_511,platform_1742531574256_224,AssemblyAI,1,,Transformer,,,2025-03-22T20:27:09.974Z,2025-03-22T21:02:05.495Z,AI Model,,,
model_1742675231773_774,platform_1742531574257_373,Confluence,1,,,,,2025-03-22T20:27:11.773Z,2025-03-22T21:02:07.473Z,AI Model,,,
model_1742675233700_456,platform_1742531574257_948,Jira,1,,,,,2025-03-22T20:27:13.700Z,2025-03-22T21:02:09.331Z,AI Model,,,
model_1742675235132_506,platform_1742531574257_295,AWeber,1,,,,,2025-03-22T20:27:15.132Z,2025-03-22T21:02:11.422Z,AI Model,,,
model_1742675237316_985,platform_1742531574258_598,Ayanza,1,,Transformer,,,2025-03-22T20:27:17.316Z,2025-03-22T21:02:13.362Z,AI Model,,,
model_1742675239421_250,platform_1742531574259_713,Ayasdi,1,,,,,2025-03-22T20:27:19.421Z,2025-03-22T21:02:15.303Z,AI Model,,,
model_1742675241322_412,platform_1742531574259_854,Babylon Health,1,,,,,2025-03-22T20:27:21.322Z,2025-03-22T21:02:17.203Z,AI Model,,,
model_1742675243507_194,platform_1742531574260_317,balena,1,,,,,2025-03-22T20:27:23.507Z,2025-03-22T21:02:19.061Z,AI Model,,,
model_1742675245409_601,platform_1742531574261_707,Based AI,1,,,,,2025-03-22T20:27:25.409Z,2025-03-22T21:02:20.960Z,AI Model,,,
model_1742675251210_842,platform_1742531574261_342,BayesiaLab,1,,,,,2025-03-22T20:27:31.210Z,2025-03-22T21:02:22.956Z,AI Model,,,
model_1742675253100_662,platform_1742531574262_321,Beatoven.ai,1,,,,,2025-03-22T20:27:33.100Z,2025-03-22T21:02:26.188Z,AI Model,,,
model_1742675255103_673,platform_1742531574262_468,GPT,4,Chat,Transformer,175B,8K,2025-03-22T20:27:35.103Z,2025-03-22T20:27:35.103Z,LLM,8192,175,B
model_1742675257196_231,platform_1742531574263_597,Black Headshots,1,,,,,2025-03-22T20:27:37.196Z,2025-03-22T21:02:29.112Z,AI Model,,,
model_1742675259445_908,platform_1742531574263_18,Blaize,1,,,,,2025-03-22T20:27:39.445Z,2025-03-22T21:02:30.919Z,AI Model,,,
model_1742675261451_786,platform_1742531574264_170,Blaize AI,1,,,,,2025-03-22T20:27:41.451Z,2025-03-22T21:02:32.901Z,AI Model,,,
model_1742675263774_200,platform_1742531574264_649,Boomerang for Gmail,1,,,,,2025-03-22T20:27:43.774Z,2025-03-22T21:02:35.623Z,AI Model,,,
model_1742675265897_929,platform_1742531574265_222,Boomy,1,,,,,2025-03-22T20:27:45.897Z,2025-03-22T21:02:38.092Z,AI Model,,,
model_1742675267723_403,platform_1742531574266_383,Bosch IoT Edge,1,,,,,2025-03-22T20:27:47.723Z,2025-03-22T21:02:40.099Z,AI Model,,,
model_1742675269870_508,platform_1742531574266_618,Brandwatch,1,,,,,2025-03-22T20:27:49.870Z,2025-03-22T21:02:41.945Z,AI Model,,,
model_1742675272467_748,platform_1742531574267_684,BrightLocal,1,,,,,2025-03-22T20:27:52.467Z,2025-03-22T21:02:44.218Z,AI Model,,,
model_1742675274358_315,platform_1742531574267_476,BuzzStream,1,,,,,2025-03-22T20:27:54.358Z,2025-03-22T21:02:46.189Z,AI Model,,,
model_1742675276435_794,platform_1742531574268_131,Doubao,1.5-pro,,Transformer,13B,8K,2025-03-22T20:27:56.435Z,2025-03-22T20:27:56.435Z,LLM,4096,13,B
model_1742675278304_921,platform_1742531574268_300,Campaign Monitor,1,,,,,2025-03-22T20:27:58.304Z,2025-03-22T21:02:49.180Z,AI Model,,,
model_1742675280431_941,platform_1742531574269_786,Canto,1,,,,,2025-03-22T20:28:00.431Z,2025-03-22T21:02:51.128Z,AI Model,,,
model_1742675282382_614,platform_1742531574270_83,Catalytic,1,,,,,2025-03-22T20:28:02.382Z,2025-03-22T21:02:52.993Z,AI Model,,,
model_1742675284415_592,platform_1742531574270_828,CausaLens,1,,Unknown,,,2025-03-22T20:28:04.415Z,2025-03-22T21:02:54.862Z,AI Model,,,
model_1742675286794_288,platform_1742531574271_758,Celoxis,1,,,,,2025-03-22T20:28:06.794Z,2025-03-22T21:02:56.853Z,AI Model,,,
model_1742675291050_13,platform_1742531574271_68,Cerebras AI,1,,Transformer,111M,8K,2025-03-22T20:28:11.050Z,2025-03-22T20:28:11.050Z,LLM,8192,111,M
model_1742675291050_505,platform_1742531574271_68,Cerebras AI,1,,Transformer,1.3B,8K,2025-03-22T20:28:11.050Z,2025-03-22T20:28:11.050Z,LLM,8192,1.3,B
model_1742675291050_602,platform_1742531574271_68,Cerebras AI,1,,Transformer,2.7B,8K,2025-03-22T20:28:11.050Z,2025-03-22T20:28:11.050Z,LLM,8192,2.7,B
model_1742675291050_934,platform_1742531574271_68,Cerebras AI,1,,Transformer,6.7B,8K,2025-03-22T20:28:11.050Z,2025-03-22T20:28:11.050Z,LLM,8192,6.7,B
model_1742675291050_561,platform_1742531574271_68,Cerebras AI,1,,Transformer,13B,8K,2025-03-22T20:28:11.050Z,2025-03-22T20:28:11.050Z,LLM,8192,13,B
model_1742675295851_510,platform_1742531574271_555,Cerebras CS-3,1,,Transformer,120B,12K,2025-03-22T20:28:15.851Z,2025-03-22T20:28:15.851Z,LLM,12288,120,B
model_1742675295851_499,platform_1742531574271_555,Cerebras CS-3,1.1,Instruct,Transformer,13B,8K,2025-03-22T20:28:15.851Z,2025-03-22T20:28:15.851Z,LLM,8192,13,B
model_1742675295851_115,platform_1742531574271_555,Cerebras CS-3,1.2,Base,Transformer,6.7B,6K,2025-03-22T20:28:15.851Z,2025-03-22T20:28:15.851Z,LLM,6144,6.7,B
model_1742675295851_507,platform_1742531574271_555,Cerebras CS-3,2,Chat,Transformer,2.7B,4K,2025-03-22T20:28:15.851Z,2025-03-22T20:28:15.851Z,LLM,4096,2.7,B
model_1742675295851_415,platform_1742531574271_555,Cerebras CS-3,2.1,Vision,Transformer,1B,2K,2025-03-22T20:28:15.851Z,2025-03-22T20:28:15.851Z,LLM,2048,1,B
model_1742675298098_181,platform_1742531574272_703,Chatfuel,1,,,,,2025-03-22T20:28:18.098Z,2025-03-22T21:03:09.279Z,AI Model,,,
model_1742675303777_902,platform_1742531574272_380,ChatPDF,1,,Transformer,,,2025-03-22T20:28:23.777Z,2025-03-22T21:03:11.111Z,LLM,,,
model_1742675305724_760,platform_1742531574273_906,Cisco IOx AI Model,1,,,,,2025-03-22T20:28:25.724Z,2025-03-22T21:03:13.212Z,AI Model,,,
model_1742675307095_799,platform_1742531574274_847,CJ Affiliate,1,,,,,2025-03-22T20:28:27.095Z,2025-03-22T21:03:15.616Z,AI Model,,,
model_1742675309034_43,platform_1742531574274_381,Clarifai,1,,,,,2025-03-22T20:28:29.034Z,2025-03-22T21:03:17.479Z,AI Model,,,
model_1742675311076_943,platform_1742531574275_606,ClearBlade Edge AI,1,,Edge Computing AI Framework,,,2025-03-22T20:28:31.076Z,2025-03-22T21:03:19.722Z,AI Model,,,
model_1742675312472_973,platform_1742531574275_811,Clearscope,1,,,,,2025-03-22T20:28:32.472Z,2025-03-22T21:03:21.792Z,AI Model,,,
model_1742675314439_81,platform_1742531574276_387,Clickable,1,,,,,2025-03-22T20:28:34.439Z,2025-03-22T21:03:23.668Z,AI Model,,,
model_1742675316342_596,platform_1742531574277_536,Cloverpop,1,,,,,2025-03-22T20:28:36.342Z,2025-03-22T21:03:25.484Z,AI Model,,,
model_1742675318418_356,platform_1742531574277_562,Cogram,1,,Transformer,,,2025-03-22T20:28:38.418Z,2025-03-22T21:03:28.203Z,LLM,,,
model_1742675320626_813,platform_1742531574278_207,Compose AI,1,,Transformer,,,2025-03-22T20:28:40.626Z,2025-03-22T21:03:30.409Z,AI Model,,,
model_1742675323035_857,platform_1742531574279_401,Copy.ai,1,,Transformer,,,2025-03-22T20:28:43.035Z,2025-03-22T21:03:32.517Z,AI Model,,,
model_1742675324989_747,platform_1742531574279_791,Crayon,1,,,,,2025-03-22T20:28:44.989Z,2025-03-22T21:03:34.894Z,AI Model,,,
